item_id,order_id,product_id,quantity
1766,4074,81,1
1767,3214,60,5
1768,1077,105,4
1769,3363,20,5
1771,600,75,3
1773,3774,79,2
1774,3461,130,5
1775,362,73,4
1776,411,39,5
1778,3162,143,4
1779,3876,91,3
1781,3279,138,4
1782,4293,123,4
1783,15,142,3
1784,1583,91,1
1785,1830,8,2
1786,3280,134,5
1787,4667,66,3
1788,1675,21,4
1789,290,98,4
1791,2494,12,5
1792,3295,78,1
1794,2836,55,4
1795,3950,5,1
1796,4565,42,1
1798,472,96,3
1799,195,88,1
1800,299,141,5
1801,3289,61,4
1803,1801,16,5
1804,1831,79,2
1805,4029,72,5
1806,3382,70,4
1808,1285,40,3
1810,2351,98,4
1811,837,21,5
1812,357,27,2
1813,4153,4,4
1814,356,30,2
1815,3997,76,4
1816,276,98,4
1817,1152,83,3
1819,4459,49,2
1820,1923,77,2
1821,901,9,4
1822,4811,68,5
1823,4701,99,3
1824,758,146,1
1825,4753,33,4
1826,4910,78,4
1828,1623,133,5
1830,949,1,4
1831,2959,147,1
1832,3166,76,5
1833,1743,51,3
1834,3193,122,2
1835,3870,14,3
1836,1760,116,5
1838,3221,74,4
1840,3694,17,5
1842,4374,86,1
1843,1851,100,1
1844,3612,134,5
1845,4600,150,5
1847,873,14,4
1848,33,114,2
1849,2566,80,2
1850,303,27,1
1851,4701,109,1
1852,194,24,3
1853,2922,109,2
1854,4252,145,3
1855,1326,28,1
1856,1919,1,1
1857,4798,99,3
1858,3162,123,4
1859,3723,146,4
1860,1268,127,2
1861,1607,144,5
1862,2700,63,2
1863,3179,24,1
1864,1978,52,4
1865,3200,9,3
1867,971,32,3
1868,4813,49,3
1869,3221,54,5
1871,1891,61,2
1873,2967,15,5
1874,3191,2,1
1875,911,15,3
1876,3402,150,5
1877,2068,132,1
1878,10,143,2
1879,2482,97,5
1880,4594,123,2
1881,2161,136,4
1882,2008,106,3
1883,3433,36,1
1886,518,58,2
1887,2145,112,4
1888,2596,17,4
1889,123,38,5
1890,4683,46,2
1892,4936,150,5
1893,1356,81,5
1894,2108,134,2
1895,3517,139,1
1896,952,57,4
1897,4957,7,4
1899,3184,43,5
1901,2183,61,1
1902,3251,6,2
1903,2433,2,3
1904,4829,126,2
1906,2837,38,4
1907,700,123,4
1909,3794,27,3
1910,2390,42,1
1913,4577,120,2
1914,323,134,1
1915,3616,110,3
1916,1224,121,1
1917,185,36,3
1918,569,42,4
1919,1715,84,5
1921,2978,9,5
1922,4406,33,2
1924,2640,136,2
1926,1677,112,2
1927,4590,29,4
1928,3458,110,5
1930,527,100,4
1932,818,25,3
1933,3383,44,5
1934,786,2,1
1935,3342,107,2
1936,1331,96,2
1937,1091,142,3
1938,4492,117,3
1939,2221,79,4
1940,2785,51,1
1941,713,85,3
1942,3567,119,5
1943,1452,57,4
1946,4453,80,2
1947,1804,85,3
1948,2986,47,3
1949,3629,127,1
1950,1544,141,3
1951,3832,37,3
1954,1376,53,5
1955,3080,132,4
1956,577,130,5
1958,2019,147,4
1960,399,57,4
1961,4253,38,5
1962,4196,27,3
1964,34,128,5
1965,2435,81,3
1966,2538,12,5
1967,1396,35,3
1968,1903,116,5
1969,3204,67,5
1970,4223,133,5
1971,3786,147,3
1972,2575,58,4
1973,4524,123,2
1974,320,54,4
1975,802,120,4
1976,1584,7,1
1977,4380,150,2
1978,4105,4,2
1979,4816,34,3
1980,355,58,2
1981,3217,41,3
1982,2712,73,2
1983,440,33,4
1984,2393,85,5
1985,2925,89,1
1986,1219,106,3
1987,3426,68,3
1988,3852,29,1
1989,2043,24,2
1990,117,84,4
1991,1261,39,5
1992,217,76,5
1993,2035,66,3
1994,2787,14,4
1995,2727,128,5
1997,1571,16,4
1998,4257,63,4
2000,1506,145,3
2001,3281,10,4
2002,550,28,1
2003,1711,9,5
2004,1341,98,1
2005,1587,60,1
2006,1291,97,5
2007,21,58,1
2008,3424,15,2
2009,4186,119,3
2010,444,144,5
2011,3645,141,1
2012,1235,133,1
2014,3434,149,3
2015,108,107,1
2016,2174,66,3
2017,3777,141,3
2019,2606,118,1
2020,708,132,4
2021,1255,40,1
2022,1117,38,1
2023,3094,113,3
2024,4037,133,1
2025,3259,3,1
2026,3289,121,5
2027,526,150,1
2028,2151,93,3
2029,2213,103,1
2032,3280,27,1
2033,848,15,3
2034,1853,141,4
2035,3712,76,1
2036,552,147,1
2037,418,128,3
2041,4941,118,3
2042,4909,116,3
2043,1369,99,5
2045,926,55,1
2046,3002,49,5
2049,2624,23,4
2050,381,134,4
2051,646,9,2
2052,2765,44,1
2053,3639,85,5
2054,3578,67,2
2055,3616,28,1
2056,465,133,1
2057,2051,109,5
2058,2634,43,3
2059,3376,54,4
2061,1211,108,3
2063,1344,133,4
2064,4490,37,3
2065,2093,139,3
2066,2415,64,1
2067,4487,122,2
2068,3521,47,5
2069,2224,37,2
2070,3506,129,5
2071,4439,121,3
2072,2114,76,2
2073,947,35,5
2074,1746,1,5
2075,3717,17,5
2077,2284,136,3
2078,1986,90,1
2079,3356,103,2
2080,1967,16,4
2081,3432,65,3
2082,837,34,4
2083,2454,14,4
2084,1444,126,4
2085,1327,117,3
2086,514,27,1
2087,118,48,4
2088,390,107,3
2089,4184,103,3
2090,2429,8,5
2091,1442,20,5
2092,3124,11,3
2094,1281,137,4
2095,2690,63,2
2096,1373,139,4
2097,1373,41,2
2098,3127,76,4
2099,3937,35,5
2100,2769,37,4
2101,1993,130,4
2102,1856,113,1
2103,4399,57,3
2104,3017,88,2
2105,1058,116,1
2106,2709,136,5
2107,499,119,2
2108,2822,115,1
2109,1338,11,2
2110,2767,106,2
2111,3686,118,3
2112,3405,143,1
2113,4783,74,4
2114,3203,88,1
2115,2282,68,4
2116,1870,46,1
2117,1336,85,4
2118,3586,109,2
2119,2145,150,3
2120,3455,125,5
2121,1691,33,1
2122,2007,8,2
2123,4134,97,2
2124,3476,14,5
2125,621,5,3
2126,1694,51,4
2127,3686,131,1
2128,3121,111,3
2129,4763,76,4
2131,2656,62,4
2132,680,77,3
2133,4581,89,3
2134,3007,16,5
2135,4102,20,3
2136,550,48,3
2137,2424,16,1
2138,1111,99,3
2139,211,141,1
2140,2969,62,1
2142,3576,6,1
2143,726,10,2
2144,4684,146,1
2145,3920,65,2
2146,2662,3,5
2147,933,78,2
2148,4116,122,2
2149,3543,119,4
2150,4044,33,1
2151,1356,53,2
2152,2376,79,2
2153,4935,140,1
2154,3377,93,1
2155,883,10,1
2156,1575,144,2
2157,1242,111,4
2159,1784,145,1
2160,3926,83,1
2161,1688,6,2
2162,2159,111,4
2163,4254,101,4
2164,1258,118,1
2165,1712,7,4
2166,4128,24,1
2167,3601,8,5
2169,4865,104,4
2170,4953,36,2
2171,3779,127,3
2172,73,149,1
2173,398,51,2
2174,251,104,5
2175,2402,139,5
2176,1402,86,1
2177,4038,135,3
2178,1159,141,3
2179,923,30,4
2180,1760,133,2
2181,4446,53,4
2183,267,61,4
2184,2550,71,4
2185,2178,60,1
2186,3280,118,2
2187,3939,32,5
2189,1461,80,4
2190,596,98,3
2191,255,97,5
2192,3275,6,3
2193,2209,90,2
2194,4103,98,3
2195,1897,23,1
2196,2234,81,3
2197,2902,109,2
2198,707,106,2
2199,1228,134,5
2200,2188,26,4
2201,1702,136,3
2202,454,84,4
2203,4797,8,5
2204,3330,93,1
2205,3374,67,1
2206,4323,144,4
2208,4722,32,2
2209,2912,100,3
2210,693,122,3
2211,1069,44,1
2212,548,115,3
2213,2332,82,2
2214,963,55,2
2215,4214,24,1
2217,2768,20,2
2218,2217,145,3
2219,2363,63,3
2220,4439,55,5
2221,2943,126,5
2222,1705,36,3
2223,3739,121,1
2224,4591,17,4
2225,4275,72,1
2226,4726,107,3
2227,2112,21,5
2229,2474,126,5
2231,4584,127,1
2232,4592,38,2
2233,777,143,5
2234,1360,147,1
2235,3325,5,4
2237,3358,136,1
2239,4864,6,2
2241,3561,149,1
2242,288,132,5
2243,1267,112,3
2244,3354,46,3
2245,3890,69,4
2247,4900,129,5
2248,3905,1,1
2249,2735,39,4
2250,3254,58,2
2251,3187,66,3
2252,1825,9,4
2254,3545,38,3
2255,3921,33,5
2256,4709,7,3
2257,1720,105,2
2259,2908,41,5
2260,1146,57,2
2261,4750,10,2
2264,1611,138,5
2265,2302,22,4
2266,104,57,5
2267,3045,30,4
2268,3160,99,3
2269,1181,126,5
2270,3798,41,1
2271,1192,116,5
2272,4337,53,2
2273,4556,147,5
2274,4975,133,2
2275,3050,43,5
2276,4765,108,3
2277,245,3,4
2278,4293,10,4
2279,2439,121,3
2280,4727,110,5
2281,730,1,3
2282,1202,98,1
2283,4637,62,4
2284,4693,107,5
2286,2343,112,3
2287,3850,126,1
2289,1815,43,4
2290,3779,48,2
2291,4137,145,1
2294,1703,40,3
2295,3665,143,2
2296,4212,93,3
2297,3529,6,4
2298,3399,94,5
2299,2340,126,3
2300,4708,66,2
2301,1916,141,3
2302,4691,85,3
2303,720,114,3
2304,3626,136,5
2305,3646,68,5
2306,4163,55,4
2307,2650,62,5
2308,3195,43,2
2309,1903,136,3
2310,919,27,4
2313,4813,55,3
2314,3765,150,1
2315,1526,87,2
2316,3319,90,4
2317,575,12,3
2320,3,7,3
2322,2411,120,5
2323,3071,99,1
2324,4978,149,4
2327,3548,127,1
2328,2550,38,2
2330,686,57,2
2331,1596,91,2
2332,2173,14,2
2333,599,121,5
2334,3157,115,1
2336,1881,100,3
2337,3518,24,1
2338,394,17,1
2341,4162,149,2
2342,1235,73,3
2343,4547,130,1
2344,4774,28,4
2347,3318,27,5
2348,2074,105,5
2349,4093,66,5
2350,2238,84,5
2351,245,3,3
2352,4109,34,4
2353,3264,143,5
2354,2854,11,2
2355,2247,37,1
2356,2942,114,2
2357,1561,137,4
2358,4955,89,1
2359,2341,135,4
2360,2405,97,3
2361,118,100,4
2362,695,100,5
2363,65,79,2
2364,3277,106,1
2365,3028,128,3
2366,516,128,2
2368,2799,100,1
2369,4281,80,1
2372,976,96,1
2373,1884,39,2
2375,2115,58,3
2376,616,8,5
2377,3978,68,2
2378,3815,124,5
2379,2489,39,1
2380,4350,24,5
2381,4236,28,1
2382,4644,80,4
2383,3795,112,3
2384,3879,73,3
2385,3417,77,5
2386,4047,39,3
2387,1051,52,1
2388,4313,48,3
2389,2045,94,5
2391,3104,137,5
2392,2452,129,2
2393,3872,19,2
2394,3196,49,2
2395,781,9,3
2397,3176,74,5
2398,4895,79,4
2399,1678,123,1
2400,2969,63,5
2401,1349,120,1
2402,1688,78,3
2403,4066,139,5
2404,564,135,4
2405,440,34,5
2407,4023,150,2
2410,2558,135,4
2412,3299,91,1
2413,3681,36,5
2414,985,47,5
2415,4760,55,5
2416,4401,143,4
2418,2453,93,4
2419,301,103,4
2420,2238,60,2
2421,2168,88,3
2422,4608,134,4
2423,1262,47,4
2424,3832,23,1
2425,1848,65,5
2426,3366,149,3
2427,4526,96,3
2428,2022,51,2
2429,3360,101,4
2430,3275,134,4
2431,1718,144,2
2432,2529,66,1
2433,1803,143,5
2434,2440,126,2
2436,615,28,5
2437,2522,51,3
2439,21,135,1
2441,4939,23,4
2442,220,147,2
2443,1487,150,1
2444,1485,118,3
2445,1421,131,5
2446,1297,93,4
2447,2983,114,2
2448,4006,31,3
2449,786,120,2
2451,3329,138,5
2452,515,135,5
2453,2841,123,5
2454,1742,50,4
2455,4065,98,4
2456,4037,90,3
2457,4246,100,3
2458,2172,21,2
2459,3632,82,2
2460,2987,127,1
2461,2236,135,3
2462,2120,7,3
2463,267,124,3
2464,1769,137,4
2465,1529,31,5
2466,4300,71,1
2467,3757,71,1
2468,3165,66,3
2469,1157,133,5
2470,4764,52,4
2471,3499,101,1
2472,1119,51,5
2473,2167,38,5
2474,572,23,4
2475,3957,29,5
2476,3210,133,4
2477,3845,51,1
2478,2160,83,3
2479,3876,54,1
2480,2818,47,2
2481,238,136,4
2482,496,139,1
2483,4913,103,2
2484,1044,119,5
2485,4268,27,2
2486,2036,129,3
2487,4138,3,1
2488,3314,94,1
2489,2190,10,5
2490,4407,78,3
2492,3546,85,1
2493,2149,123,1
2494,1550,116,5
2495,3195,66,1
2496,4254,129,3
2497,342,147,5
2498,1638,9,3
2499,2804,14,3
2500,310,103,2
2501,4919,43,3
2502,3274,1,1
2503,4860,91,1
2504,3793,42,2
2506,2394,21,5
2507,320,99,2
2508,455,32,1
2509,459,89,3
2511,1676,135,2
2512,2700,84,1
2513,694,125,2
2514,1132,71,5
2515,807,48,3
2516,3431,135,1
2517,2773,63,5
2518,3468,85,3
2520,2308,30,3
2521,4182,66,3
2522,2724,106,3
2523,2887,54,3
2524,638,130,2
2525,3659,85,4
2527,963,132,3
2528,2035,121,1
2529,2335,94,3
2530,2544,107,3
2531,865,34,5
2532,3456,126,3
2533,1811,8,4
2534,2159,6,1
2535,1254,124,2
2536,2319,29,2
2537,4067,13,3
2538,2756,75,5
2539,2979,48,4
2540,1759,124,4
2542,4756,129,1
2543,651,95,4
2544,1300,149,2
2545,4555,12,5
2546,1988,108,5
2547,4241,140,1
2548,274,142,1
2549,3027,45,4
2550,271,49,2
2551,4675,128,2
2552,1935,115,1
2553,1731,73,4
2554,3377,111,3
2555,1107,140,5
2556,1521,104,4
2557,3384,8,5
2558,1364,112,4
2559,2681,141,3
2560,4641,100,1
2562,2744,84,4
2564,4779,143,4
2565,4827,108,5
2566,998,138,2
2567,1196,35,5
2568,1522,58,2
2569,4572,14,1
2570,3389,78,5
2571,4062,14,3
2572,3155,84,4
2573,3047,118,5
2574,444,87,2
2575,3924,67,5
2576,3394,43,3
2577,2092,91,3
2578,1455,75,5
2579,2049,26,2
2581,178,105,1
2583,2156,48,5
2584,3898,106,2
2586,4489,103,5
2587,635,126,3
2588,4941,69,3
2589,3330,6,2
2590,1477,110,1
2591,1766,129,1
2592,52,123,3
2593,329,3,2
2594,1147,141,3
2595,1648,29,4
2596,1270,63,2
2597,2040,46,4
2598,355,52,4
2599,2784,108,3
2600,2718,108,2
2601,1983,122,2
2602,2573,2,3
2603,3577,11,1
2604,623,46,5
2605,3139,52,2
2607,3036,73,3
2608,3430,15,5
2609,1191,136,2
2610,3244,106,3
2611,2711,147,1
2612,531,79,1
2613,808,57,4
2615,3949,95,2
2618,2209,29,3
2619,1390,58,5
2620,759,139,5
2621,3102,96,5
2622,1940,145,1
2623,2844,22,5
2624,1550,19,2
2625,3079,128,5
2626,2112,12,3
2627,2908,86,3
2628,4076,98,1
2629,3211,4,3
2630,1494,149,2
2631,1055,99,1
2632,3573,6,1
2633,1805,1,1
2635,1609,128,2
2636,2824,135,4
2637,408,119,4
2638,824,86,5
2639,2507,126,3
2640,2966,145,5
2641,1224,31,3
2642,4661,118,5
2643,4996,12,3
2644,3826,135,4
2645,4435,34,4
2646,2148,73,5
2647,2729,79,2
2648,4952,121,2
2649,296,52,4
2650,3489,32,4
2651,730,150,2
2652,308,20,5
2653,1776,101,5
2654,3912,61,3
2655,1407,71,4
2656,4131,48,4
2657,4828,95,2
2658,1354,36,1
2659,3770,86,1
2660,4651,113,1
2661,3952,127,5
2662,2463,33,2
2663,2616,64,1
2664,2707,9,2
2665,3764,70,2
2666,3057,91,2
2671,1196,122,2
2672,4789,1,5
2673,4137,107,5
2674,1755,63,3
2675,2513,20,3
2676,308,77,4
2677,758,106,2
2678,2474,86,3
2680,3190,44,2
2681,33,22,2
2682,1877,99,5
2683,2124,13,1
2684,2047,135,1
2686,611,22,1
2687,1356,28,4
2689,2751,50,2
2690,2947,4,3
2691,4893,18,4
2692,2618,113,1
2693,3879,145,3
2694,2491,44,5
2695,841,41,5
2699,989,8,3
2700,1247,130,3
2701,4123,134,3
2702,4455,139,2
2703,4915,99,3
2704,834,80,5
2705,2568,39,5
2706,780,16,2
2707,2944,137,2
2708,4450,4,2
2709,2063,101,1
2711,4399,11,4
2712,2548,51,5
2713,4043,110,4
2714,4417,128,2
2715,3677,46,1
2716,1792,95,1
2717,4902,127,2
2718,3785,36,2
2719,2371,112,5
2720,1699,125,4
2721,1917,82,2
2722,848,44,5
2723,3124,43,4
2724,3494,123,1
2725,1903,117,2
2726,4933,61,1
2727,4740,21,3
2730,4734,103,3
2731,4134,107,1
2732,95,149,5
2734,3038,87,2
2735,2683,90,5
2736,2904,26,4
2738,2913,3,3
2739,2063,61,2
2740,2137,125,4
2741,324,51,2
2742,4465,133,1
2743,4312,146,3
2744,2517,82,1
2745,1321,82,4
2747,1687,27,5
2748,1327,14,3
2749,4764,7,5
2750,154,107,3
2751,307,34,2
2752,2072,23,2
2753,3463,141,4
2754,1570,17,5
2755,89,33,3
2756,2551,66,2
2757,1063,106,1
2758,2411,1,3
2759,1000,94,4
2760,1091,121,2
2762,698,20,5
2763,4582,142,5
2764,3719,122,3
2765,1784,119,2
2766,4969,137,2
2767,1317,130,1
2768,958,82,5
2769,4177,22,4
2770,1830,138,1
2771,4742,80,1
2772,877,125,5
2773,1579,28,5
2774,1954,36,3
2775,4923,61,4
2776,4617,8,2
2778,612,51,3
2779,2838,90,2
2780,2188,10,5
2781,3385,129,5
2782,4816,43,2
2783,868,9,4
2784,75,6,5
2785,558,45,1
2786,3007,138,3
2787,189,80,4
2788,4275,70,4
2789,2395,128,3
2790,3395,30,1
2791,3820,60,3
2792,386,76,1
2793,1103,97,5
2794,3956,66,1
2796,3624,129,5
2797,3310,42,1
2798,4321,50,5
2799,2363,64,3
2800,3105,25,1
2801,3009,122,2
2802,3771,40,4
2803,3843,85,2
2804,1269,19,3
2805,545,7,1
2806,4005,103,2
2807,271,33,3
2808,3473,113,2
2809,2995,144,2
2810,3477,105,3
2811,4677,80,2
2813,2595,40,2
2814,3021,28,5
2815,2548,47,2
2817,1690,86,2
2818,248,127,4
2819,4166,116,3
2821,3953,71,3
2822,2010,110,1
2823,72,137,2
2824,4476,118,3
2826,2378,98,1
2827,182,66,2
2828,2075,91,5
2829,759,16,5
2830,1824,65,4
2831,3254,93,1
2832,2431,101,2
2833,482,60,5
2834,4895,136,3
2836,4091,68,3
2837,2510,91,3
2838,4154,45,2
2839,4039,74,2
2840,873,34,3
2842,839,70,3
2843,2279,100,3
2844,1339,60,1
2846,3907,75,3
2847,1391,135,2
2848,3441,70,5
2850,1092,134,5
2851,4739,89,1
2852,12,43,2
2853,2060,134,5
2854,3135,88,4
2855,2921,29,3
2856,4591,50,4
2857,4656,14,2
2859,1580,71,3
2860,424,41,4
2861,3057,7,4
2863,3913,41,1
2864,2288,63,3
2865,310,54,3
2866,4228,90,3
2870,386,140,3
2871,3970,139,1
2872,4711,78,3
2873,3586,64,5
2874,3223,46,3
2875,1023,35,2
2876,2216,83,3
2877,1198,99,2
2878,4955,147,1
2879,3094,9,5
2880,3437,93,4
2881,618,23,4
2882,1239,75,5
2883,1935,116,3
2884,3873,41,2
2885,898,69,5
2886,1207,67,4
2887,2216,75,5
2888,2823,131,3
2889,4751,111,5
2890,412,57,2
2891,1707,128,3
2893,4527,118,5
2894,4809,60,3
2895,3182,2,1
2896,2734,138,5
2897,1684,69,2
2898,3324,49,5
2899,4392,114,4
2900,227,12,1
2901,3092,72,2
2902,258,72,1
2903,4000,73,5
2904,3126,118,1
2905,3916,78,3
2906,3070,112,5
2907,4418,79,2
2908,2962,17,5
2909,3852,54,5
2910,1320,57,5
2911,4294,41,5
2912,118,32,2
2913,56,70,3
2914,2877,124,3
2915,3807,98,3
2916,4490,60,1
2917,2541,103,4
2918,3273,122,4
2920,4098,88,2
2921,2547,83,1
2922,509,138,5
2923,4574,37,3
2924,1162,111,5
2925,333,44,5
2926,1902,111,3
2927,3113,36,4
2928,307,23,1
2929,4457,146,2
2930,163,28,5
2931,176,65,3
2932,4081,35,3
2933,3217,20,4
2934,2073,134,1
2935,4685,52,4
2936,730,85,4
2937,3540,64,2
2939,2051,137,3
2940,3171,32,5
2941,3541,109,3
2942,3449,44,4
2943,4397,111,3
2944,3976,118,4
2945,4967,13,1
2946,4051,15,5
2947,1043,49,4
2948,1054,94,5
2949,2245,98,3
2950,2218,47,1
2951,3482,61,3
2952,1276,34,3
2954,4877,73,3
2955,503,73,2
2956,2839,72,5
2957,2022,132,5
2958,4629,120,3
2960,3967,143,3
2961,1979,34,4
2962,1808,91,4
2964,2540,28,1
2965,3192,28,2
2966,4728,33,2
2967,418,18,1
2968,2087,57,5
2969,1292,139,3
2970,2360,122,5
2971,1079,12,1
2972,899,114,2
2973,2971,23,2
2974,734,48,1
2976,2262,49,2
2977,2377,42,5
2979,3797,43,4
2980,4098,41,1
2981,4156,115,3
2983,117,12,4
2984,1152,109,4
2985,2710,95,1
2986,4529,119,2
2987,3451,57,3
2988,2898,106,5
2989,533,106,3
2990,2561,81,1
2991,4217,128,4
2993,1874,115,2
2994,3238,133,2
2995,4620,33,3
2996,3932,95,2
2998,1180,79,2
2999,3866,20,4
3001,1218,49,2
3002,3026,79,2
3003,210,111,5
3004,1624,140,2
3005,2409,104,5
3006,3591,80,4
3007,3091,144,1
3008,4630,54,5
3009,2917,5,3
3010,2738,110,4
3011,3089,38,2
3012,1302,78,4
3013,4963,122,3
3014,1577,62,3
3015,3527,27,1
3016,2444,99,1
3017,4205,129,4
3018,4260,121,5
3019,2227,66,2
3020,2951,110,3
3021,711,77,5
3022,1867,61,5
3023,227,149,3
3024,4798,35,2
3025,4046,64,5
3026,20,41,1
3027,1762,94,1
3028,1970,94,1
3031,1504,141,4
3033,2007,117,3
3035,649,97,2
3036,1427,80,3
3037,4181,124,1
3038,4038,30,1
3039,4526,35,5
3040,272,14,2
3042,1465,43,1
3043,4918,55,1
3044,1138,90,4
3045,2957,11,1
3046,809,145,3
3047,1763,99,1
3049,3837,138,2
3050,58,25,5
3051,2102,111,1
3052,335,77,3
3053,190,4,2
3054,4276,20,3
3055,2641,1,5
3056,4488,126,2
3057,4131,116,1
3059,2410,87,2
3060,64,42,4
3061,3627,36,5
3063,518,66,2
3064,4376,11,2
3065,3287,17,3
3066,3889,23,4
3067,2881,113,5
3068,1600,23,3
3069,3669,7,3
3070,658,139,5
3071,512,26,3
3072,2747,128,4
3073,3409,150,2
3074,3270,25,5
3075,775,79,4
3076,3824,11,2
3078,1329,35,2
3079,486,91,2
3080,4294,122,3
3081,4087,118,5
3082,1558,87,1
3083,2089,63,4
3084,1602,136,4
3085,2343,117,5
3088,1275,86,2
3089,2554,100,1
3090,3368,63,1
3092,2813,107,2
3093,4327,47,2
3095,2511,75,1
3097,2367,21,5
3098,1472,77,5
3099,3008,29,4
3100,4024,45,4
3101,4806,129,2
3102,1674,136,3
3103,4669,93,1
3104,2590,67,1
3105,1805,123,2
3106,1922,120,5
3108,2057,77,2
3109,4384,99,3
3111,3447,100,1
3113,1205,17,4
3114,303,3,3
3115,2868,27,2
3118,4433,131,2
3119,1415,101,3
3120,4490,96,4
3121,3119,116,3
3122,506,74,3
3124,4369,18,3
3125,1390,83,5
3128,4709,137,2
3130,2234,138,1
3131,1884,61,4
3132,1093,142,5
3133,3139,4,4
3135,1405,23,2
3136,1121,74,5
3137,1071,89,1
3138,4969,83,2
3139,2265,121,5
3140,3664,107,3
3141,2644,58,3
3142,2889,40,2
3143,2712,142,4
3144,4855,14,4
3145,1392,123,2
3147,3256,150,5
3148,1165,58,3
3150,673,73,5
3151,3849,57,5
3152,1653,124,2
3153,2330,80,4
3154,179,131,1
3155,2016,105,5
3156,4306,115,2
3157,2862,49,5
3158,839,17,4
3159,2009,60,3
3160,712,78,4
3161,1481,51,4
3163,1969,125,4
3164,3750,117,4
3166,477,130,3
3167,2049,29,1
3168,1674,96,1
3169,1109,64,1
3170,573,134,1
3172,3605,28,1
3173,2433,130,2
3174,3442,144,3
3176,2310,146,4
3177,2826,9,3
3178,1690,29,5
3179,2167,144,1
3180,4829,77,3
3181,3147,86,1
3182,4784,101,3
3185,4312,138,3
3186,77,129,4
3187,2840,32,3
3189,2816,33,1
3190,2537,119,1
3191,4058,109,2
3193,720,69,3
3194,3997,46,2
3195,4601,126,5
3196,740,14,4
3198,2989,107,4
3199,4770,12,4
3200,1958,105,3
3201,3036,106,1
3202,4809,49,3
3203,612,96,4
3204,1054,38,4
3205,3695,80,4
3206,4534,124,5
3207,3346,22,2
3208,1328,14,2
3209,1501,89,1
3210,1091,31,3
3211,82,100,1
3212,742,129,2
3213,140,93,2
3214,37,39,1
3215,2854,53,3
3218,1306,5,2
3219,4291,114,4
3222,3517,150,4
3223,550,52,1
3224,770,42,1
3225,4939,54,4
3226,1873,78,5
3227,2018,84,3
3228,1577,126,2
3229,4926,8,4
3230,2827,51,1
3231,1273,88,4
3233,2045,104,5
3235,2393,19,2
3236,4911,61,2
3237,605,71,4
3238,2198,63,1
3239,2884,89,2
3240,3169,146,3
3241,4617,7,2
3242,4604,149,2
3243,2098,82,4
3244,630,61,5
3246,4773,95,4
3247,4224,54,3
3248,4843,99,1
3249,2333,118,4
3250,2681,105,5
3251,341,113,2
3252,1831,55,5
3254,3512,114,1
3257,2671,74,2
3258,4007,82,4
3259,1999,65,1
3260,2800,109,5
3261,1975,13,5
3262,3513,15,3
3263,775,46,4
3264,2230,131,1
3265,4225,4,3
3266,2585,120,1
3267,577,15,1
3268,4253,82,4
3269,1899,128,4
3270,1901,9,3
3271,880,82,4
3272,4290,28,1
3273,1031,139,2
3274,556,150,2
3276,2316,47,4
3278,4443,108,4
3279,298,100,5
3281,1741,121,5
3282,2378,50,1
3283,3338,146,5
3284,3668,47,4
3285,1367,121,3
3286,4514,57,1
3287,3850,15,4
3288,3706,35,5
3290,3637,113,3
3291,1522,4,1
3292,4005,29,2
3293,4892,45,3
3294,3813,104,4
3295,2120,25,3
3296,3708,46,3
3297,2435,133,3
3298,3435,147,1
3299,2993,27,3
3300,3903,60,3
3301,3768,108,1
3303,1717,150,4
3304,496,125,4
3305,2452,89,2
3306,4428,63,3
3307,2630,87,3
3308,4346,35,5
3309,1660,69,2
3310,3093,135,4
3311,4189,97,4
3312,2056,47,2
3313,202,143,3
3314,3637,48,1
3315,1551,40,5
3316,740,45,2
3317,8,101,2
3318,2054,25,3
3319,3016,139,3
3320,4341,62,1
3321,1903,58,2
3323,3660,140,3
3324,3495,129,4
3325,757,94,4
3326,4423,138,3
3327,1723,99,5
3328,4410,6,3
3329,1451,75,2
3331,845,101,2
3332,117,54,4
3333,403,73,4
3334,662,111,2
3335,1824,9,1
3337,1178,93,3
3338,22,85,4
3339,4710,27,5
3340,3498,98,4
3341,493,100,3
3342,145,114,3
3343,868,98,2
3344,2273,7,4
3345,2359,121,2
3347,2244,55,5
3348,2180,4,1
3349,126,44,3
3350,1998,7,1
3351,3554,65,2
3352,1632,128,3
3353,2596,17,5
3354,2398,149,1
3355,1474,141,2
3356,4805,91,4
3358,373,15,2
3360,444,44,2
3361,4919,39,2
3362,4144,76,2
3363,3220,54,5
3365,2087,74,2
3366,4840,132,1
3367,469,70,5
3368,867,8,1
3370,2074,121,2
3371,588,125,1
3372,2099,136,5
3374,2279,104,1
3375,1796,15,4
3378,4798,2,5
3379,2991,5,5
3380,2692,113,4
3381,2373,14,1
3382,3280,18,2
3383,4535,87,4
3384,1284,132,5
3386,3254,138,2
3387,4579,61,1
3388,2081,126,3
3389,2696,126,4
3390,303,11,4
3391,556,94,4
3392,2756,116,4
3393,257,65,4
3394,3289,149,1
3395,166,29,4
3396,2571,72,1
3397,1324,129,5
3398,3719,109,5
3399,3172,119,4
3400,575,68,3
3401,4555,108,1
3402,3155,123,5
3403,4533,31,4
3404,4375,43,5
3405,3313,136,3
3406,4590,95,2
3407,2279,107,5
3408,4633,127,1
3410,485,70,4
3411,370,32,4
3412,331,125,4
3413,1322,144,3
3414,2503,53,3
3415,3977,39,3
3416,4888,50,4
3417,2636,115,3
3418,3781,63,4
3419,491,83,5
3420,1171,15,4
