sale_id,customer_id,product_id,store_id,quantity,amount,sale_date
2925,657,206,74,10,3892.35,2024-11-03
2926,325,240,32,4,369.31,2026-02-03
2927,499,162,79,3,1158.17,2024-11-28
2928,644,449,5,10,2746.82,2025-06-09
2929,88,11,2,2,795.48,2026-04-28
2930,93,161,46,1,179.12,2026-04-16
2931,981,110,40,4,1507.68,2026-04-04
2932,932,162,75,2,388.42,2026-01-31
2933,721,90,38,8,1984.34,2025-12-24
2934,576,82,20,-5,343.6,2026-03-18
2935,546,467,80,3,657.87,2024-08-30
2936,566,322,61,7,671.82,2025-03-11
2937,926,128,15,5,1755.91,2025-08-13
2938,100,387,6,3,1369.23,2026-01-28
2939,485,195,62,3,1327.53,2024-07-30
2940,601,353,47,3,1164.68,2024-10-20
2941,187,230,3,8,2405.98,2025-12-25
2942,581,177,44,8,3794.96,2026-05-30
2943,71,91,18,2,891.03,2025-12-09
2944,404,470,20,10,1640.5,2026-02-20
2945,810,492,86,2,993.18,2024-07-15
2946,329,150,92,4,1926.22,2025-06-11
2947,819,254,3,2,380.52,2025-04-23
2948,428,87,47,10,4477.03,2025-05-30
2949,287,267,4,5,560.86,2026-06-14
2950,171,27,84,8,1383.3,2026-02-28
2951,270,230,56,4,1424.99,2025-06-03
2952,768,389,85,6,236.51,2026-03-26
2953,341,283,5,8,2692.14,2025-04-23
2954,949,320,2,3,1315.74,2025-04-14
2955,390,103,61,10,292.22,2025-03-17
2956,712,345,35,7,1445.01,2026-02-15
2957,823,263,55,7,1267.73,2024-12-02
2958,136,483,45,7,2516.46,2026-02-22
2959,501,145,35,5,1425.72,2026-05-10
2960,941,344,11,2,916.82,2026-02-06
2961,918,59,3,6,2601.06,2025-11-03
2962,110,125,10,3,1220.97,2024-11-30
2963,158,293,31,3,597.68,2025-07-04
2964,10,371,2,2,869.14,2025-07-18
2965,633,37,20,6,2626.06,2025-09-24
2966,893,497,59,10,3205.41,2025-10-17
2967,109,314,16,6,2384.06,2025-10-18
2968,205,471,96,1,357.99,2025-10-10
2969,736,488,12,2,218.15,2025-03-02
2970,703,120,27,1,227.83,2025-01-05
2971,397,165,81,1,364.15,2025-09-20
2972,838,102,91,9,1012.2,2025-07-21
2973,191,241,37,8,2484.96,2025-05-20
2974,63,227,24,10,4352.04,2026-01-21
2975,181,499,26,9,207.27,2026-01-02
2976,556,295,25,5,445.34,2025-07-23
2977,78,97,24,2,714.75,2025-02-18
2978,234,84,51,6,2298.1,2024-07-14
2979,423,260,82,10,1624.25,2026-05-21
2980,257,423,45,5,623.82,2025-01-26
2981,671,456,88,4,1098.66,2025-11-13
2982,166,34,8,5,775.48,2026-01-16
2983,925,376,8,2,514.17,2024-09-01
2984,441,41,87,10,3827.12,2024-10-12
2985,763,346,12,8,206.08,2025-07-19
2986,939,469,47,6,1813.84,2026-03-05
2987,68,292,34,10,3455.34,2026-06-16
2988,761,416,62,6,1418.27,2025-03-25
2989,782,251,41,6,1559.12,2025-07-11
2990,195,117,76,9,4496.1,2025-07-28
2991,362,210,60,3,121.49,2024-11-23
2992,816,434,52,8,1405.57,2025-03-08
2993,476,232,20,8,3495.74,2024-09-01
2994,395,215,4,3,1122.52,2024-08-18
2995,391,446,81,3,1195.1,2024-11-09
2996,15,223,85,3,635.16,2025-01-20
2997,969,95,28,3,277.5,2025-06-04
2998,484,77,35,2,55.73,2026-03-20
2999,510,201,21,6,689.54,2025-02-15
3000,875,282,36,5,2091.47,2024-09-01
3001,622,371,64,4,444.7,2026-06-17
3002,873,82,63,7,1601.96,2026-05-06
3003,109,35,42,1,189.62,2024-07-08
3004,145,121,67,8,2494.02,2025-08-12
3005,427,252,2,8,3245.91,2026-06-04
3006,347,323,40,5,1615.62,2026-01-02
3007,125,307,17,10,2259.19,2025-02-21
3008,743,192,89,9,1397.8,2024-08-27
3009,994,243,9,3,592.18,2025-10-04
3010,428,127,27,1,234.6,2025-03-19
3011,932,447,41,6,2102.25,2025-02-22
3012,569,175,74,8,3181.34,2025-04-18
3013,924,66,42,6,2131.19,2024-10-11
3014,235,363,76,10,4861.45,2025-10-11
3015,840,128,63,10,1337.69,2026-07-08
3016,20,161,66,10,2454.81,2026-02-11
3017,152,320,42,2,408.78,2024-09-25
3018,474,309,94,2,548.07,2025-09-14
3019,399,399,25,5,260.62,2025-04-28
3020,373,435,100,5,1808.58,2026-06-09
3021,229,325,1,1,247.4,2025-12-27
3022,636,248,72,6,1145.77,2024-08-13
3023,980,164,63,3,1188.51,2024-10-09
3024,550,103,83,6,1861.74,2024-11-14
3025,612,310,16,4,1918.83,2026-04-19
3026,754,454,25,5,1860.21,2026-05-31
3027,290,128,49,9,3631.03,2024-10-05
3028,874,6,39,7,2494.17,2025-05-14
3029,304,13,4,5,590.18,2025-07-13
3030,477,398,19,7,404.46,2025-05-27
3031,569,81,77,8,2563.42,2025-02-22
3032,111,480,36,8,3072.49,2026-06-01
3033,724,311,59,8,1219.65,2026-03-17
3034,132,166,3,5,490.96,2026-03-27
3035,335,283,62,2,90.33,2025-05-20
3036,852,369,49,6,528.25,2024-08-31
3037,445,331,42,9,290.01,2025-07-05
3038,628,429,98,7,738.07,2024-07-11
3039,332,290,97,1,328.94,2024-07-18
3040,524,29,93,10,389.03,2025-12-12
3041,950,35,18,3,775.21,2025-04-03
3042,168,482,92,3,207.24,2025-05-19
3043,369,498,46,4,256.37,2025-02-20
3044,352,385,9,6,353.74,2026-01-27
3045,64,269,54,8,1698.15,2024-10-02
3046,562,422,12,7,2473.81,2025-02-03
3047,119,391,34,4,941.12,2024-10-01
3048,661,350,72,4,539.39,2026-02-05
3049,864,358,29,1,45.19,2026-01-27
3050,225,389,30,8,322.8,2024-12-17
3051,141,257,41,3,1434.37,2025-02-27
3052,650,344,51,6,1236.07,2025-01-05
3053,297,253,4,1,264.92,2024-12-17
3054,42,103,76,7,1988.1,2025-12-31
3055,597,252,1,1,120.24,2025-05-23
3056,596,452,48,6,2141.25,2025-07-09
3057,169,204,28,9,4061.86,2024-09-22
3058,938,322,96,3,832.17,2025-02-05
3059,570,192,66,10,1550.8,2025-04-12
3060,207,387,78,7,677.14,2025-12-17
3061,335,460,34,5,902.77,2025-07-10
3062,293,232,4,7,540.4,2025-09-20
3063,668,344,66,8,2476.93,2025-03-11
3064,116,22,50,7,827.42,2024-10-07
3065,896,106,26,2,753.1,2024-08-14
3066,306,427,89,10,3731.37,2024-07-28
3067,838,156,47,4,1782.37,2024-09-30
3068,642,118,73,8,368.77,2025-12-07
3069,25,159,2,5,620.33,2026-07-05
3070,882,171,27,4,1672.81,2026-02-22
3071,398,369,42,8,3795.69,2024-07-31
3072,617,386,22,8,3939.44,2026-05-10
3073,612,147,86,8,2003.87,2025-02-02
3074,110,453,1,4,229.13,2025-08-19
3075,878,6,36,1,317.25,2025-01-17
3076,391,374,73,1,165.65,2025-07-06
3077,377,111,83,3,200.02,2025-07-10
3078,760,449,48,4,1944.21,2026-05-06
3079,670,12,39,2,308.78,2025-04-10
3080,310,73,34,1,451.29,2024-10-26
3081,909,410,27,8,3731.68,2024-08-22
3082,763,488,88,2,922.63,2024-08-06
3083,955,244,23,1,442.54,2025-07-26
3084,743,121,59,1,74.04,2024-08-16
3085,280,139,3,10,3535.61,2024-07-09
3086,749,355,20,10,2502.68,2025-10-28
3087,695,194,4,4,205.1,2025-10-27
3088,851,239,53,1,258.76,2026-05-09
3089,591,460,6,3,1460.99,2026-02-07
3090,898,144,91,2,961.05,2026-04-14
3091,208,411,35,5,1825.29,2025-03-12
3092,987,447,25,1,342.2,2026-06-16
3093,830,1,84,4,1404.18,2026-04-13
3094,856,439,56,1,439.29,2025-08-19
3095,501,406,30,9,4293.27,2024-07-14
3096,91,307,48,1,157.53,2026-01-14
3097,558,84,48,8,3311.54,2025-07-28
3098,554,75,42,6,2211.45,2026-05-06
3099,595,206,48,6,1292.16,2026-03-03
3100,786,150,19,8,3936.69,2025-11-17
3101,418,185,56,8,2754.73,2024-10-23
3102,907,71,43,2,618.07,2025-06-18
3103,462,386,70,6,1978.94,2025-12-07
3104,352,260,81,3,1341.23,2024-10-21
3105,554,324,96,3,922.26,2025-05-29
3106,588,72,27,3,1285.58,2025-06-15
3107,430,451,15,7,414.66,2026-02-13
3108,533,54,74,9,2530.07,2026-06-08
3109,564,341,22,1,142.26,2025-06-14
3110,807,172,63,4,1393.3,2024-07-15
3111,857,409,48,2,352.47,2024-12-26
3112,536,337,51,9,4227.53,2025-01-08
3113,768,209,89,4,1187.88,2025-08-08
3114,660,233,20,2,256.78,2026-07-06
3115,915,407,65,4,1455.11,2024-08-16
3116,938,37,89,2,515.39,2025-05-10
3117,416,156,27,5,680.4,2026-06-15
3118,975,418,25,9,2937.23,2024-10-12
3119,303,62,27,1,27.79,2025-12-10
3120,697,37,9,3,1251.83,2025-07-26
3121,122,217,46,5,1186.24,2025-10-05
3122,612,154,44,7,175.51,2024-12-28
3123,312,220,80,7,1399.72,2025-08-27
3124,651,315,76,10,4613.87,2024-09-09
3125,33,256,41,1,345.98,2025-02-05
3126,718,243,50,6,209.4,2026-05-29
3127,433,353,76,9,3505.48,2025-08-11
3128,972,498,88,10,4427.05,2024-08-14
3129,390,20,63,8,3979.41,2024-12-01
3130,557,48,11,2,495.88,2024-08-21
3131,733,324,13,4,1470.61,2024-09-24
3132,346,124,78,8,1618.63,2025-10-14
3133,318,283,100,8,291.87,2024-07-27
3134,421,49,2,8,991.57,2025-07-19
3135,692,400,4,3,914.54,2025-06-13
3136,515,93,60,9,2099.94,2025-08-19
3137,398,411,69,5,1773.11,2024-07-15
3138,121,358,67,1,141.54,2026-02-20
3139,463,151,21,8,827.85,2025-09-15
3140,340,219,15,1,159.34,2025-02-04
3141,79,102,62,3,1454.73,2026-05-18
3142,397,398,96,8,1116.32,2024-07-09
3143,45,155,24,3,1172.35,2025-10-13
3144,700,299,64,4,732.94,2026-03-17
3145,828,359,15,4,1450.55,2025-05-31
3146,136,380,78,2,197.86,2024-07-15
3147,509,188,90,10,313.66,2025-05-27
3148,538,460,89,7,209.01,2025-03-18
3149,109,215,61,6,1948.32,2025-10-28
3150,571,360,55,1,153.87,2024-10-12
3151,270,450,86,2,102.57,2024-09-25
3152,520,471,32,6,1486.92,2026-04-08
3153,166,45,74,3,234.26,2024-12-01
3154,457,338,70,3,1017.08,2025-04-18
3155,490,35,85,6,1725.22,2026-05-02
3156,119,287,6,3,898.25,2024-12-31
3157,308,69,96,4,468.7,2026-02-13
3158,62,262,2,7,177.61,2025-10-18
3159,273,300,68,2,543.58,2026-05-22
3160,831,71,41,1,165.61,2026-05-01
3161,821,110,25,4,1732.32,2026-05-25
3162,220,51,23,8,1996.58,2026-05-15
3163,643,278,10,7,1998.19,2026-07-03
3164,879,262,19,3,1020.6,2024-08-16
3165,75,290,22,2,498.58,2025-11-03
3166,424,430,81,4,1283.73,2025-09-20
3167,848,135,53,6,2820.31,2025-02-03
3168,44,446,42,1,381.14,2025-01-30
3169,688,372,48,7,232.96,2025-04-12
3170,857,444,29,7,1651.42,2026-03-19
3171,973,405,66,3,750.29,2026-03-15
3172,774,326,21,7,2310.7,2024-12-04
3173,295,255,99,4,1230.04,2024-10-14
3174,32,214,9,2,455.43,2025-02-19
3175,914,398,19,9,546.52,2026-05-27
3176,403,144,60,1,197.37,2025-12-24
3177,549,310,42,6,994.07,2026-01-09
3178,482,262,63,5,2152.91,2024-08-08
3179,860,353,76,7,2684.92,2024-09-12
3180,620,307,85,9,4169.32,2025-08-22
3181,346,47,89,10,858.88,2026-05-01
3182,546,265,79,8,3904.87,2025-03-04
3183,275,479,35,2,281.53,2025-04-26
3184,234,161,42,5,1526.64,2025-01-26
3185,357,498,40,4,,2024-09-07
3186,531,347,53,4,1665.41,2025-08-23
3187,435,343,85,5,733.38,2024-10-16
3188,912,403,18,4,1555.16,2024-07-22
3189,703,186,92,5,555.92,2025-01-05
3190,210,409,60,9,2568.54,2024-10-24
3191,121,371,93,10,2696.54,2025-06-21
3192,211,307,82,5,1632.63,2024-09-09
3193,664,415,64,6,647.26,2026-05-08
3194,496,368,35,6,827.43,2025-12-19
3195,350,75,33,10,2403.58,2024-09-30
3196,128,495,49,10,545.84,2024-10-22
3197,4,35,25,9,4430.31,2025-05-19
3198,466,479,71,5,2326.73,2026-01-12
3199,524,291,54,10,4141.56,2026-04-19
3200,438,322,63,4,590.15,2026-07-07
3201,448,199,41,10,718.78,2025-10-14
3202,126,186,98,2,174.14,2025-06-03
3203,72,143,14,1,39.7,2024-07-21
3204,131,402,13,9,2492.16,2024-08-27
3205,913,339,73,7,828.44,2024-08-07
3206,346,320,93,1,24.73,2025-03-18
3207,247,119,29,5,782.05,2024-12-10
3208,770,137,71,10,3097.57,2025-03-25
3209,156,12,71,6,2541.41,2025-07-05
3210,226,88,50,10,1720.25,2025-08-26
3211,18,489,21,4,1120.09,2024-10-02
3212,629,499,35,2,588.39,2025-11-22
3213,253,433,53,8,638.32,2025-09-05
3214,625,85,23,4,544.69,2024-09-16
3215,4,123,86,4,616.58,2026-06-11
3216,882,308,50,5,1144.46,2025-02-11
3217,103,434,11,8,979.41,2026-03-02
3218,454,77,95,7,2533.75,2025-10-05
3219,769,195,3,7,2997.97,2025-12-07
3220,211,452,87,9,3485.04,2025-03-30
3221,897,269,44,8,1836.74,2024-08-25
3222,520,316,50,6,179.66,2024-11-28
3223,382,74,91,8,2489.17,2026-02-18
3224,716,350,49,2,616.92,2025-05-09
3225,213,112,41,3,1194.82,2026-03-08
3226,255,367,38,6,1286.69,2025-12-22
3227,899,241,4,4,808.53,2025-01-16
3228,715,34,58,10,1371.55,2026-03-11
3229,354,185,49,1,206.66,2025-09-10
3230,742,229,55,1,255.66,2026-02-03
3231,357,118,35,2,459.87,2024-11-29
3232,267,246,21,6,2745.4,2024-09-04
3233,600,331,67,3,375.56,2025-12-14
3234,201,434,5,10,2748.5,2025-07-25
3235,779,118,12,7,1364.96,2024-12-30
3236,713,284,7,3,193.02,2025-08-24
3237,955,131,58,5,290.21,2025-02-02
3238,880,224,36,3,482.14,2025-12-19
3239,320,86,67,3,389.89,2024-11-12
3240,95,318,7,2,262.54,2024-11-15
3241,804,447,95,10,3342.19,2025-10-02
3242,482,483,55,3,475.07,2025-12-26
3243,828,493,26,3,400.19,2026-03-06
3244,69,396,13,10,3620.14,2026-02-04
3245,184,274,16,5,2061.5,2024-07-31
3246,378,371,23,8,2285.2,2024-08-28
3247,192,126,2,3,828.47,2025-12-30
3248,785,140,66,6,2583.57,2025-08-16
3249,917,30,51,1,260.44,2026-03-16
3250,481,80,17,3,300.48,2025-08-05
3251,855,189,74,4,1734.44,2026-03-20
3252,466,90,91,5,1209.77,2024-09-23
3253,166,328,78,2,724.89,2026-01-09
3254,387,70,1,1,52.2,2024-12-26
3255,819,251,87,5,1205.85,2026-05-30
3256,744,207,68,7,1989.06,2024-09-07
3257,966,267,46,8,3854.48,2025-11-26
3258,858,384,52,10,2971.87,2026-02-18
3259,418,86,65,5,1356.33,2024-12-23
3260,38,106,10,8,644.76,2025-08-26
3261,863,153,15,10,4974.63,2026-03-31
3262,392,193,39,10,4539.99,2026-04-20
3263,499,102,97,6,188.76,2024-11-14
3264,794,327,97,1,123.47,2024-10-04
3265,605,405,98,3,707.91,2025-02-17
3266,310,203,32,3,994.66,2026-04-28
3267,233,463,57,3,83.58,2026-02-07
3268,478,365,60,5,1268.26,2026-03-04
3269,475,67,54,6,2661.26,2025-08-14
3270,150,460,82,1,137.78,2025-01-11
3271,55,180,60,2,323.6,2025-07-29
3272,894,222,10,7,3120.48,2024-12-21
3273,841,263,71,10,1610.96,2026-05-20
3274,890,434,62,8,315.61,2025-01-20
3275,199,159,65,2,378.38,2025-12-12
3276,104,75,96,3,75.92,2025-05-24
3277,26,261,28,9,1344.71,2025-07-07
3278,460,207,43,9,1783.87,2026-04-17
3279,637,168,37,10,2409.4,2026-06-18
3280,530,300,16,6,266.64,2025-11-15
3281,444,391,66,8,3072.61,2025-04-15
3282,562,374,96,1,339.83,2025-12-10
3283,992,79,49,10,2628.55,2024-09-21
3284,451,375,93,6,2022.57,2024-08-16
3285,781,469,26,5,445.48,2024-10-09
3286,283,202,29,2,632.2,2024-08-18
3287,13,489,18,1,41.13,2025-09-03
3288,199,214,20,4,883.28,2024-12-02
3289,262,470,27,7,1978.11,2024-12-03
3290,168,440,5,1,495.69,2025-08-19
3291,806,34,29,5,1845.37,2025-12-18
3292,170,474,87,8,3674.11,2025-08-20
3293,686,236,44,8,598.67,2025-12-22
3294,382,436,61,10,3694.03,2025-08-18
3295,562,456,95,5,1484.9,2025-04-29
3296,335,270,20,6,1938.79,2026-01-12
3297,286,413,77,10,2696.23,2025-02-06
3298,23,223,62,4,514.3,2026-07-03
3299,522,154,64,5,887.57,2025-03-31
3300,606,154,33,7,312.32,2025-03-17
3301,569,115,29,2,831.11,2026-07-08
3302,157,475,13,4,971.55,2024-08-18
3303,423,381,52,9,2365.24,2025-11-15
3304,307,42,32,7,2043.68,2026-04-17
3305,972,476,85,3,957.2,2026-03-04
3306,949,456,8,2,783.97,2026-05-26
3307,443,79,54,7,1503.91,2025-06-13
3308,342,481,48,8,3916.9,2026-01-11
3309,499,451,63,2,335.69,2024-11-14
3310,416,221,31,7,,2024-12-21
3311,824,85,44,5,683.77,2026-07-08
3312,608,193,11,3,921.09,2025-01-27
3313,816,378,2,2,118.81,2026-04-04
3314,505,460,12,3,838.13,2025-06-20
3315,3,242,23,3,1488.25,2024-08-24
3316,864,188,87,1,84.07,2024-10-26
3317,90,21,22,6,2038.25,2026-02-16
3318,40,299,11,5,892.34,2026-07-06
3319,842,473,25,1,314.89,2024-07-30
3320,844,252,14,3,1351.76,2025-08-10
3321,631,429,68,5,1524.09,2025-05-31
3322,292,71,9,2,838.53,2026-03-30
3323,267,81,83,8,2487.68,2024-07-26
3324,622,115,89,9,595.24,2025-11-12
3325,873,174,86,5,176.88,2026-05-27
3326,830,232,46,3,1060.67,2026-01-19
3327,670,362,52,9,1503.64,2026-02-18
3328,241,407,40,7,2851.41,2025-06-24
3329,473,77,91,6,726.38,2025-05-14
3330,61,301,16,3,112.99,2026-01-15
3331,460,65,20,3,215.05,2025-01-27
3332,341,353,41,2,311.18,2026-04-11
3333,494,223,53,10,1348.42,2026-05-20
3334,685,483,86,2,932.68,2026-01-27
3335,310,480,91,9,3330.92,2024-10-06
3336,672,18,47,4,1799.53,2025-08-19
3337,354,34,7,3,622.74,2025-02-11
3338,823,130,50,1,423.74,2025-04-16
3339,475,338,51,3,1230.03,2025-10-10
3340,836,168,96,6,1414.88,2026-01-03
3341,982,469,97,7,2352.24,2026-06-28
3342,189,4,22,10,4367.04,2026-03-24
3343,499,449,43,5,1097.92,2024-08-04
3344,144,123,66,3,120.52,2025-01-21
3345,285,465,26,10,2577.72,2025-04-23
3346,790,5,81,3,661.73,2024-08-28
3347,820,315,48,6,2168.73,2024-12-30
3348,495,396,65,6,127.88,2025-10-10
3349,341,349,85,4,485.24,2024-09-30
3350,401,456,68,9,1361.29,2024-10-05
3351,627,101,56,10,3139.83,2024-12-16
3352,737,303,71,1,238.38,2024-11-30
3353,774,234,6,5,1393.1,2026-01-29
3354,418,302,81,5,898.25,2024-12-23
3355,900,214,60,2,495.54,2025-07-16
3356,946,162,76,10,2945.11,2024-08-24
3357,308,457,84,4,,2025-09-10
3358,685,464,75,1,412.03,2024-11-01
3359,5,272,30,5,1047.55,2026-01-14
3360,842,231,31,1,126.46,2024-12-17
3361,49,491,10,7,147.56,2024-09-29
3362,922,280,54,5,1384.62,2026-05-18
3363,976,376,99,1,260.84,2026-02-07
3364,680,27,64,5,1945.36,2025-10-23
3365,678,283,37,10,1224.39,2026-05-12
3366,948,200,72,2,861.02,2025-09-18
3367,672,103,2,6,630.44,2026-04-29
3368,663,126,62,7,407.71,2024-07-25
3369,954,384,94,1,67.74,2025-04-17
3370,300,344,33,5,505.65,2024-07-11
3371,437,105,94,7,683.85,2026-06-20
3372,784,478,37,3,580.46,2025-01-19
3373,709,281,82,5,2494.92,2025-06-03
3374,160,448,16,2,113.18,2025-06-14
3375,68,399,99,1,477.72,2024-11-07
3376,117,392,58,5,2416.34,2026-01-08
3377,785,428,100,6,469.74,2026-05-19
3378,126,247,86,9,2190.08,2024-12-23
3379,86,183,12,10,1535.84,2025-03-22
3380,826,97,70,6,628.03,2026-02-02
3381,933,468,80,5,1840.76,2025-03-06
3382,167,75,44,2,992.44,2025-07-02
3383,707,274,25,3,811.8,2025-05-29
3384,776,324,45,8,3965.88,2025-08-02
3385,399,406,97,1,183.29,2026-01-01
3386,525,398,52,7,487.99,2024-09-03
3387,636,327,62,4,401.64,2026-03-15
3388,69,500,96,10,3789.12,2026-05-05
3389,957,468,100,4,1682.26,2024-08-28
3390,469,199,42,8,2300.64,2025-06-19
3391,43,19,58,6,693.45,2025-08-19
3392,364,9,86,4,87.15,2024-09-14
3393,426,384,1,6,1988.3,2025-09-06
3394,88,69,13,6,2602.58,2025-11-25
3395,785,60,76,10,2698.47,2025-01-28
3396,567,283,93,3,741.74,2026-05-30
3397,831,17,82,6,464.89,2025-11-24
3398,550,421,55,6,828.59,2025-02-05
3399,110,29,39,5,193.45,2026-04-12
3400,836,195,20,3,1062.11,2025-04-22
3401,422,39,68,5,915.86,2025-05-26
3402,316,379,39,6,336.32,2025-04-23
3403,292,168,24,7,216.38,2025-06-01
3404,954,269,78,2,874.72,2024-11-29
3405,372,59,13,10,4287.54,2026-01-10
3406,326,455,16,5,1943.2,2024-08-16
3407,597,410,11,3,890.03,2025-01-28
3408,319,431,98,4,174.23,2025-08-13
3409,935,440,11,9,3440.91,2025-09-14
3410,892,354,70,9,4220.1,2025-08-27
3411,674,153,13,5,2275.17,2025-04-10
3412,42,160,54,7,2667.73,2024-09-07
3413,276,380,7,2,671.58,2025-02-24
3414,972,484,76,3,159.0,2026-05-12
3415,489,22,61,1,71.28,2025-11-08
3416,110,136,21,6,1289.25,2024-11-30
3417,917,407,32,10,4710.35,2026-01-25
3418,190,333,73,2,360.7,2026-03-26
3419,18,241,28,2,645.61,2024-09-11
3420,981,421,88,3,303.89,2024-10-24
3421,418,3,88,9,1210.69,2025-07-13
3422,591,407,94,9,3960.31,2025-01-05
3423,244,31,56,4,1025.89,2025-03-22
3424,398,99,68,4,1257.46,2025-11-02
3425,415,499,76,5,926.24,2025-11-20
3426,295,138,32,7,3200.11,2025-03-25
3427,128,362,54,10,4309.47,2025-08-14
3428,510,1,15,5,1656.01,2024-09-26
3429,765,130,89,7,2124.88,2025-07-19
3430,834,329,75,3,890.33,2024-07-28
3431,255,68,92,2,968.49,2025-10-20
3432,256,382,6,1,130.81,2024-10-16
3433,137,495,28,2,696.71,2024-09-02
3434,589,2,84,5,2402.56,2026-07-04
3435,850,357,2,4,1457.09,2026-03-17
3436,212,229,19,7,499.36,2025-03-07
3437,805,64,48,3,1103.01,2026-05-13
3438,388,338,67,6,2934.48,2026-04-08
3439,207,440,82,5,1164.19,2024-08-15
3440,362,97,86,3,357.77,2025-04-05
3441,972,141,56,4,1020.63,2026-02-14
3442,444,238,21,1,141.01,2025-10-24
3443,854,31,96,1,395.07,2025-09-11
3444,209,212,15,8,2173.24,2026-06-10
3445,287,91,55,5,437.67,2025-08-07
3446,781,272,9,1,247.15,2025-11-15
3447,311,330,29,10,2381.26,2024-08-31
3448,885,142,62,8,931.55,2025-05-30
3449,492,113,57,7,1045.99,2026-07-03
3450,241,331,63,-5,84.69,2025-10-02
3451,972,283,66,7,875.41,2026-06-03
3452,739,190,67,3,218.15,2025-07-06
3453,279,442,85,5,1755.78,2024-11-17
3454,765,207,3,9,3633.67,2025-04-06
3455,907,55,31,2,584.47,2025-07-27
3456,251,388,86,5,705.04,2024-08-09
3457,589,410,68,9,3877.27,2024-07-25
3458,542,2,20,3,963.63,2024-09-09
3459,707,395,71,1,177.14,2026-03-22
3460,2,247,25,7,2048.32,2025-05-07
3461,314,370,98,3,216.19,2025-05-06
3462,824,140,76,7,983.92,2025-06-23
3463,686,432,78,4,1287.39,2025-06-15
3464,99,195,61,10,2907.31,2026-03-29
3465,251,167,6,10,1142.09,2026-07-03
3466,778,124,69,6,1147.82,2024-07-25
3467,442,491,72,6,1540.27,2025-09-29
3468,106,290,18,1,351.07,2026-01-08
3469,45,105,60,4,868.61,2024-08-31
3470,757,38,14,7,1937.54,2025-11-30
3471,139,114,95,9,2086.33,2025-12-08
3472,100,19,33,4,499.46,2025-08-28
3473,419,62,36,1,460.74,2025-11-22
3474,915,108,12,10,4471.05,2024-07-14
3475,627,61,12,6,2779.87,2026-03-12
3476,550,383,81,5,1998.64,2026-04-07
3477,706,142,70,4,164.81,2025-10-14
3478,713,374,1,3,1006.51,2025-06-28
3479,222,408,53,8,3297.53,2026-04-20
3480,516,299,30,6,408.27,2025-06-16
3481,438,357,45,10,1532.82,2025-06-25
3482,570,357,22,6,2289.58,2024-12-27
3483,643,293,3,1,374.67,2025-07-05
3484,843,81,30,5,562.11,2024-12-17
3485,201,424,27,1,371.57,2025-12-27
3486,472,32,85,4,334.65,2025-04-24
3487,138,17,16,8,1026.4,2025-06-18
3488,775,451,98,4,783.95,2026-02-25
3489,443,79,89,5,2103.39,2025-11-19
3490,163,243,49,2,840.27,2024-08-24
3491,36,273,23,1,102.26,2025-02-08
3492,783,81,28,7,504.64,2024-08-16
3493,112,223,30,2,187.59,2025-10-30
3494,533,366,72,3,443.24,2025-09-21
3495,955,303,75,9,4283.86,2025-05-24
3496,162,425,77,6,2672.8,2026-02-05
3497,221,489,58,9,3033.43,2025-03-03
3498,857,407,57,7,718.37,2024-11-15
3499,621,110,94,5,857.75,2024-08-18
3500,303,193,99,1,114.21,2025-01-29
3501,94,448,75,9,2188.23,2025-06-20
3502,130,462,7,2,804.74,2026-03-06
3503,547,487,15,4,1495.05,2026-05-11
3504,932,333,75,9,2250.67,2025-09-24
3505,185,276,30,3,136.08,2026-03-20
3506,52,261,78,3,406.3,2026-06-02
3507,248,276,71,9,4000.7,2024-07-15
3508,551,48,34,2,365.55,2024-10-08
3509,140,424,23,5,896.98,2025-07-08
3510,871,430,27,1,225.31,2026-01-08
3511,226,358,82,3,1216.13,2025-03-02
3512,640,227,10,2,537.24,2026-02-25
3513,560,42,95,7,2562.29,2025-06-05
3514,698,142,44,6,1447.39,2025-10-10
3515,12,400,4,1,35.89,2024-08-14
3516,741,16,11,1,434.19,2025-05-15
3517,761,414,82,6,594.98,2025-10-10
3518,705,98,62,10,589.1,2025-12-01
3519,916,276,83,2,461.42,2026-02-18
3520,646,384,78,-5,284.87,2026-03-12
3521,362,161,49,1,365.23,2024-07-25
3522,517,331,38,2,802.9,2025-07-21
3523,88,280,19,5,725.93,2025-06-20
3524,553,245,37,10,3407.09,2025-10-16
3525,787,40,20,8,2165.33,2026-04-03
3526,296,257,80,3,1247.07,2025-01-01
3527,481,21,65,1,170.77,2025-06-17
3528,46,307,7,7,1710.17,2024-10-21
3529,908,126,49,1,337.78,2025-05-30
3530,91,186,93,6,1953.6,2025-05-22
3531,154,208,49,9,1368.34,2024-10-28
3532,423,77,35,10,790.12,2024-07-13
3533,330,190,85,9,1164.29,2025-12-31
3534,842,88,74,1,195.78,2025-09-26
3535,566,366,6,7,2591.45,2025-01-29
3536,213,124,53,8,363.66,2024-08-16
3537,572,236,80,10,4308.92,2025-06-19
3538,18,396,80,6,2385.19,2025-10-06
3539,67,32,35,9,978.19,2026-03-23
3540,887,201,33,1,465.51,2025-01-22
3541,570,469,68,9,716.82,2025-02-07
3542,751,133,83,1,145.57,2025-01-23
3543,486,256,32,3,848.37,2026-01-20
3544,736,392,25,9,1017.46,2025-03-15
3545,410,138,32,9,2978.25,2026-01-12
