order_id,customer_id,order_date,status
886,260,2024-09-08,Shipped
887,93,2025-11-01,Returned
888,372,2026-05-23,Cancelled
889,485,2025-03-25,Delivered
890,114,2026-01-30,Returned
891,216,2026-07-02,Returned
892,300,2024-08-19,Pending
893,28,2025-08-11,Shipped
894,37,2026-06-14,Delivered
895,445,2025-12-14,Pending
896,28,2025-04-16,Cancelled
897,176,2026-05-28,Pending
898,74,2024-08-17,Delivered
899,250,2024-10-02,Returned
900,325,2025-05-01,Cancelled
901,390,2025-04-17,Cancelled
902,251,2025-07-04,Cancelled
903,315,2025-10-31,Pending
904,495,2026-08-13,Cancelled
905,375,2026-07-30,Shipped
906,501,2025-04-18,Cancelled
907,116,2024-11-21,Cancelled
908,53,2025-11-23,Cancelled
909,34,2025-09-15,Returned
910,234,2026-01-06,Returned
911,223,2024-08-29,Returned
912,462,2025-09-16,Cancelled
913,486,2026-01-09,Delivered
914,117,2026-02-28,Cancelled
915,376,2024-12-14,Delivered
916,188,2024-10-23,Pending
917,449,2025-03-25,Shipped
918,25,2025-01-09,Delivered
919,335,2025-08-31,Delivered
920,214,2024-10-04,Returned
921,243,2025-11-24,Delivered
922,155,2025-07-14,Shipped
923,139,2026-01-31,Pending
924,426,2026-07-07,Shipped
925,61,2026-02-12,Pending
926,102,2025-10-01,Shipped
927,499,2026-05-15,Returned
928,83,2026-01-04,Cancelled
929,353,2024-12-17,Delivered
930,7,2026-02-13,Shipped
931,343,2026-02-06,Shipped
932,39,2026-02-18,Returned
933,330,2024-12-30,Returned
934,136,2025-03-13,Cancelled
935,448,2025-04-07,Returned
936,219,2026-06-05,Delivered
937,5,2025-01-31,Cancelled
938,169,2025-08-03,Shipped
939,138,2025-12-18,Returned
940,94,2025-06-01,Pending
941,140,2025-02-08,Pending
942,410,2024-08-19,Cancelled
943,58,2024-08-26,Cancelled
944,54,2025-04-23,Shipped
945,348,2025-04-02,Returned
946,314,2025-06-24,Cancelled
947,248,2025-07-20,Pending
948,226,2025-08-01,Returned
949,7,2025-08-21,Shipped
950,371,2026-04-13,Returned
951,266,2024-10-11,Delivered
952,222,2025-07-08,Returned
953,340,2026-01-10,Shipped
954,457,2025-08-25,Cancelled
955,259,2025-12-16,Cancelled
956,39,2026-04-10,Returned
957,497,2025-08-25,Shipped
958,330,2026-06-06,Delivered
959,236,2025-02-20,Delivered
960,439,2025-06-24,Pending
961,382,2025-11-02,Pending
962,19,2026-07-15,Shipped
963,494,2026-03-21,Shipped
964,288,2025-12-12,Returned
965,187,2025-12-28,Pending
966,170,2026-03-28,Pending
967,367,2026-07-08,Delivered
968,50,2026-05-24,Returned
969,182,2024-08-27,Returned
970,281,2024-12-01,Delivered
971,460,2026-05-31,Pending
972,55,2026-05-25,Delivered
973,477,2025-06-28,Cancelled
974,367,2024-09-13,Delivered
975,475,2024-09-08,Delivered
976,396,2025-05-07,Shipped
977,490,2026-06-05,Delivered
978,272,2024-11-23,Pending
979,430,2025-02-16,Cancelled
980,355,2024-09-05,Cancelled
981,54,2024-09-30,Returned
982,259,2024-11-12,Shipped
983,469,2025-02-07,Pending
984,494,2024-10-03,Cancelled
985,71,2025-12-31,Shipped
986,154,2024-10-30,Returned
987,365,2025-07-28,Cancelled
988,103,2024-11-01,Returned
989,472,2026-05-18,Cancelled
990,258,2024-12-13,Delivered
991,390,2025-08-16,Shipped
992,483,2025-11-07,Shipped
993,147,2024-07-25,Delivered
994,268,2025-02-20,Delivered
995,344,2025-05-27,Cancelled
996,147,2025-12-20,Delivered
997,354,2025-09-01,Shipped
998,17,2026-07-01,Shipped
999,445,2024-10-18,Cancelled
1000,381,2025-07-11,Shipped
1001,402,2025-04-03,Delivered
1002,475,2025-05-30,Returned
1003,495,2026-07-26,Cancelled
1004,318,2026-01-31,Pending
1005,425,2025-11-20,Returned
1006,387,2024-07-24,Cancelled
1007,398,2025-02-19,Pending
1008,91,2024-12-01,Cancelled
1009,377,2024-08-25,Pending
1010,143,2024-07-25,Shipped
1011,434,2026-05-16,Cancelled
1012,21,2026-03-22,Delivered
1013,397,2025-01-04,Returned
1014,252,2026-04-17,Delivered
1015,402,2025-08-15,Cancelled
1016,267,2025-11-20,Pending
1017,279,2025-03-25,Cancelled
1018,453,2025-05-23,Returned
1019,151,2025-09-30,Shipped
1020,244,2025-03-31,Delivered
1021,59,2025-11-29,Shipped
1022,471,2025-11-21,Returned
1023,196,2026-03-11,Pending
1024,132,2025-03-18,Shipped
1025,421,2025-07-20,Shipped
1026,229,2025-10-11,Cancelled
1027,165,2025-12-07,Cancelled
1028,498,2025-12-31,Delivered
1029,321,2025-08-23,Cancelled
1030,443,2026-04-22,Cancelled
1031,276,2025-09-07,Pending
1032,332,2025-06-18,Cancelled
1033,13,2025-06-28,Delivered
1034,38,2025-03-01,Shipped
1035,37,2025-09-21,Returned
1036,209,2024-10-18,Pending
1037,544,2026-06-05,Delivered
1038,329,2026-03-13,Shipped
1039,24,2025-03-03,Shipped
1040,55,2024-11-18,Shipped
1041,45,2026-03-13,Pending
1042,203,2025-01-25,Cancelled
1043,274,2024-12-31,Shipped
1044,152,2025-07-19,Returned
1045,491,2025-04-22,Shipped
1046,73,2026-08-17,Pending
1047,276,2026-02-25,Cancelled
1048,384,2026-04-25,Cancelled
1049,212,2024-08-13,Cancelled
1050,83,2024-10-31,Returned
1051,100,2025-04-08,Shipped
1052,437,2025-02-13,Shipped
1053,237,2025-06-27,Delivered
1054,129,2024-11-14,Pending
1055,488,2025-10-31,Cancelled
1056,52,2026-06-25,Cancelled
1057,163,2024-11-09,Returned
1058,356,2026-01-11,Returned
1059,414,2025-08-27,Delivered
1060,161,2025-02-14,Pending
1061,142,2024-11-26,Returned
1062,450,2024-11-21,Returned
1063,250,2026-04-20,Shipped
1064,42,2026-01-09,Cancelled
1065,457,2025-12-28,Delivered
1066,373,2026-08-11,Delivered
1067,417,2025-12-07,Shipped
1068,109,2026-03-17,Shipped
1069,458,2024-11-04,Cancelled
1070,188,2024-11-10,Shipped
1071,376,2025-01-08,Shipped
1072,262,2024-10-06,Delivered
1073,340,2024-08-08,Shipped
1074,351,2025-03-10,Pending
1075,82,2025-09-27,Cancelled
1076,377,2024-10-14,Delivered
1077,113,2025-06-15,Returned
1078,190,2025-01-26,Shipped
1079,465,2025-04-21,Pending
1080,452,2024-11-28,Returned
1081,53,2024-12-14,Returned
1082,428,2025-09-17,Shipped
1083,90,2026-01-08,Shipped
1084,335,2024-08-03,Returned
1085,193,2025-12-06,Pending
1086,181,2025-03-11,Pending
1087,455,2025-04-01,Cancelled
1088,226,2024-10-30,Returned
1089,109,2025-04-23,Shipped
1090,368,2025-06-21,Pending
1091,416,2025-08-31,Pending
1092,246,2024-11-11,Pending
1093,12,2025-08-26,Shipped
1094,83,2025-02-27,Shipped
1095,76,2024-10-10,Cancelled
1096,265,2026-06-22,Shipped
1097,547,2024-07-27,Returned
1098,485,2025-05-18,Pending
1099,445,2026-07-01,Pending
1100,308,2025-07-30,Cancelled
1101,320,2026-02-24,Returned
1102,473,2024-10-28,Cancelled
1103,194,2025-06-28,Cancelled
1104,268,2026-06-28,Pending
1105,424,2025-03-13,Pending
1106,462,2024-11-06,Shipped
1107,258,2024-07-11,Cancelled
1108,462,2026-02-01,Pending
1109,268,2025-09-05,Shipped
1110,220,2025-08-06,Pending
1111,180,2025-03-22,Shipped
1112,51,2025-11-22,Cancelled
1113,466,2026-01-06,Shipped
1114,210,2026-08-26,Delivered
1115,296,2025-07-11,Pending
1116,336,2026-06-03,Pending
1117,186,2025-02-18,Shipped
1118,130,2026-02-13,Shipped
1119,188,2025-09-26,Pending
1120,387,2025-12-07,Shipped
1121,248,2024-10-30,Pending
1122,130,2026-03-21,Pending
1123,377,2025-09-20,Delivered
1124,383,2026-01-24,Cancelled
1125,52,2026-06-12,Returned
1126,411,2026-06-24,Delivered
1127,83,2025-06-16,Delivered
1128,422,2025-03-28,Pending
1129,46,2025-12-25,Delivered
1130,312,2024-10-03,Pending
1131,315,2026-01-27,Shipped
1132,30,2025-07-15,Pending
1133,543,2026-06-07,Shipped
1134,147,2024-08-08,Shipped
1135,265,2024-10-24,Delivered
1136,185,2026-07-20,Delivered
1137,142,2025-09-08,Pending
1138,208,2024-10-06,Delivered
1139,471,2025-03-04,Shipped
1140,469,2024-07-27,Returned
1141,116,2025-05-15,Pending
1142,512,2025-10-30,Delivered
1143,287,2026-04-22,Delivered
1144,412,2024-12-26,Shipped
1145,417,2025-06-19,Pending
1146,495,2025-04-11,Cancelled
1147,388,2024-09-17,Pending
1148,460,2025-03-18,Delivered
1149,133,2024-08-19,Cancelled
1150,347,2025-10-23,Pending
1151,490,2025-11-18,Returned
1152,128,2024-12-06,Returned
1153,39,2025-10-04,Returned
1154,182,2025-08-20,Cancelled
1155,485,2024-12-27,Cancelled
1156,256,2026-03-06,Cancelled
1157,447,2026-07-04,Cancelled
1158,429,2026-02-23,Delivered
1159,62,2025-02-08,Pending
1160,535,2024-12-07,Pending
1161,191,2024-07-25,Shipped
1162,445,2024-09-10,Shipped
1163,144,2025-08-30,Cancelled
1164,28,2026-04-28,Shipped
1165,17,2025-06-18,Cancelled
1166,235,2025-12-15,Pending
1167,162,2026-07-23,Pending
1168,298,2024-09-13,Returned
1169,96,2025-08-09,Pending
1170,491,2025-05-10,Pending
1171,218,2024-12-06,Returned
1172,187,2025-07-23,Cancelled
1173,293,2025-03-11,Cancelled
1174,417,2025-10-19,Cancelled
1175,285,2025-10-20,Cancelled
1176,410,2025-08-09,Delivered
1177,91,2024-08-20,Shipped
1178,274,2026-06-13,Returned
1179,129,2025-12-07,Pending
1180,51,2025-04-14,Returned
1181,244,2025-05-12,Returned
1182,134,2024-10-30,Returned
1183,508,2026-01-15,Shipped
1184,102,2026-05-02,Shipped
1185,90,2025-06-05,Returned
1186,345,2025-04-21,Pending
1187,456,2025-05-03,Pending
1188,324,2025-04-23,Returned
1189,216,2024-07-17,Delivered
1190,41,2025-02-14,Returned
1191,335,2025-04-01,Pending
1192,139,2025-04-06,Returned
1193,383,2025-03-04,Pending
1194,86,2025-06-19,Cancelled
1195,339,2026-05-18,Delivered
1196,108,2025-09-16,Delivered
1197,480,2024-09-14,Delivered
1198,395,2024-12-22,Delivered
1199,54,2026-01-24,Pending
1200,159,2026-05-28,Pending
1201,321,2025-06-18,Cancelled
1202,15,2026-02-03,Returned
1203,443,2025-05-26,Shipped
1204,479,2026-03-24,Shipped
1205,91,2025-06-16,Shipped
1206,223,2025-02-17,Returned
1207,466,2024-11-12,Delivered
1208,227,2026-03-25,Cancelled
1209,534,2026-01-24,Cancelled
1210,177,2026-06-05,Pending
1211,485,2025-06-02,Pending
1212,409,2026-01-24,Delivered
1213,281,2026-06-04,Shipped
1214,224,2025-05-25,Pending
1215,425,2024-10-24,Pending
1216,321,2026-04-17,Shipped
1217,414,2025-10-07,Shipped
1218,415,2025-10-15,Delivered
1219,94,2024-09-12,Pending
1220,317,2024-10-27,Pending
1221,97,2024-12-16,Shipped
1222,12,2025-02-28,Returned
1223,65,2025-07-11,Cancelled
1224,47,2026-05-12,Returned
1225,216,2025-08-20,Returned
1226,238,2025-03-25,Delivered
1227,432,2024-08-28,Returned
1228,398,2026-07-02,Cancelled
1229,99,2025-10-09,Pending
1230,550,2026-02-15,Pending
1231,395,2025-04-25,Delivered
1232,102,2024-09-14,Shipped
1233,341,2024-07-13,Returned
1234,480,2025-05-22,Delivered
1235,382,2025-11-16,Returned
1236,247,2026-06-18,Delivered
1237,443,2025-02-05,Cancelled
1238,325,2026-08-29,Returned
1239,300,2024-11-20,Delivered
1240,497,2025-09-12,Pending
1241,353,2025-07-01,Delivered
1242,128,2026-01-10,Shipped
1243,174,2025-09-22,Delivered
1244,31,2026-02-14,Shipped
1245,406,2026-06-18,Returned
1246,286,2024-10-22,Pending
1247,376,2024-12-09,Returned
1248,371,2024-11-29,Pending
1249,362,2026-04-15,Pending
1250,98,2025-04-30,Returned
1251,375,2025-02-17,Shipped
1252,469,2025-09-11,Shipped
1253,80,2025-07-24,Shipped
1254,188,2024-08-09,Shipped
1255,195,2026-04-08,Shipped
1256,439,2026-04-10,Returned
1257,370,2025-02-27,Pending
1258,98,2026-04-17,Shipped
1259,79,2025-10-05,Returned
1260,57,2025-03-01,Delivered
1261,428,2025-07-26,Delivered
1262,104,2025-09-15,Delivered
1263,293,2026-02-02,Pending
1264,270,2025-07-02,Delivered
1265,188,2024-12-29,Delivered
1266,477,2024-07-28,Delivered
1267,240,2026-03-14,Shipped
1268,381,2024-07-09,Returned
1269,407,2024-11-04,Returned
1270,271,2025-01-28,Returned
1271,40,2025-02-26,Delivered
1272,52,2025-11-17,Cancelled
1273,99,2026-04-16,Cancelled
1274,286,2025-11-14,Delivered
1275,393,2025-07-10,Pending
1276,360,2024-10-12,Cancelled
1277,406,2025-11-27,Returned
1278,337,2025-12-07,Pending
1279,478,2026-06-01,Returned
1280,433,2025-02-16,Pending
1281,423,2025-05-28,Shipped
1282,280,2024-11-24,Returned
1283,185,2025-07-25,Pending
1284,1,2026-06-12,Shipped
1285,9,2025-12-24,Returned
1286,4,2025-11-20,Returned
1287,12,2025-01-14,Returned
1288,471,2024-07-30,Shipped
1289,80,2024-10-08,Cancelled
1290,71,2026-02-21,Cancelled
1291,120,2025-02-08,Shipped
1292,205,2025-07-25,Delivered
1293,371,2024-08-28,Pending
1294,423,2025-10-16,Delivered
1295,305,2026-02-07,Shipped
1296,196,2025-04-14,Returned
1297,179,2025-10-02,Delivered
1298,446,2025-07-16,Shipped
1299,550,2025-09-20,Delivered
1300,157,2025-06-11,Shipped
1301,77,2026-05-13,Cancelled
1302,26,2025-01-24,Pending
1303,386,2025-11-07,Cancelled
1304,222,2025-12-22,Cancelled
1305,173,2025-07-12,Delivered
1306,281,2025-12-29,Shipped
1307,223,2026-04-04,Cancelled
1308,247,2024-10-08,Shipped
1309,101,2025-04-23,Shipped
1310,127,2025-08-10,Pending
1311,166,2026-01-28,Delivered
1312,344,2025-09-27,Cancelled
1313,165,2024-07-21,Returned
1314,87,2026-04-25,Pending
1315,320,2025-01-25,Cancelled
1316,103,2024-11-11,Delivered
1317,58,2025-10-02,Shipped
1318,475,2024-08-22,Returned
1319,8,2024-10-29,Returned
1320,231,2025-03-13,Shipped
1321,109,2025-07-01,Returned
1322,281,2026-05-21,Cancelled
1323,356,2026-08-16,Shipped
1324,23,2024-10-21,Cancelled
1325,405,2025-04-11,Pending
1326,336,2024-11-11,Returned
1327,340,2024-08-18,Delivered
1328,10,2025-02-04,Pending
1329,119,2025-04-14,Delivered
1330,463,2025-05-29,Shipped
1331,46,2025-11-14,Pending
1332,288,2026-06-16,Cancelled
1333,473,2025-04-10,Pending
1334,382,2024-08-14,Returned
1335,182,2025-02-18,Shipped
1336,142,2025-02-19,Pending
1337,456,2025-08-23,Shipped
1338,486,2025-11-16,Pending
1339,337,2026-07-05,Shipped
1340,492,2024-09-05,Cancelled
1341,214,2025-08-11,Returned
1342,466,2024-12-05,Cancelled
1343,106,2026-02-23,Cancelled
1344,442,2025-11-07,Shipped
1345,466,2024-11-27,Cancelled
1346,336,2026-02-21,Returned
1347,35,2024-09-19,Delivered
1348,95,2025-10-16,Delivered
1349,392,2026-02-12,Pending
1350,156,2024-11-14,Returned
1351,78,2025-09-03,Cancelled
1352,14,2025-03-15,Returned
1353,311,2026-05-16,Cancelled
1354,119,2025-03-10,Pending
1355,69,2026-04-11,Returned
1356,95,2026-04-25,Cancelled
1357,84,2025-12-22,Delivered
1358,474,2026-03-21,Cancelled
1359,388,2025-02-26,Pending
1360,444,2025-02-03,Pending
1361,455,2025-12-22,Delivered
1362,312,2026-01-01,Returned
1363,202,2025-12-24,Shipped
1364,275,2025-04-15,Delivered
1365,267,2024-09-20,Delivered
1366,450,2025-08-27,Pending
1367,377,2025-10-01,Delivered
1368,98,2025-04-07,Returned
1369,397,2026-04-08,Pending
1370,151,2024-10-27,Shipped
1371,463,2024-07-18,Pending
1372,47,2024-10-22,Shipped
1373,481,2025-08-14,Pending
1374,212,2025-02-11,Pending
1375,303,2025-04-23,Pending
1376,47,2026-03-04,Cancelled
1377,368,2025-07-19,Pending
1378,325,2025-05-24,Pending
1379,373,2025-03-29,Cancelled
1380,194,2026-06-23,Cancelled
1381,468,2026-06-15,Cancelled
1382,84,2024-11-11,Delivered
1383,215,2024-09-25,Pending
1384,148,2024-12-24,Cancelled
1385,492,2024-11-05,Returned
1386,7,2025-08-02,Shipped
1387,532,2024-12-26,Shipped
1388,338,2026-04-14,Delivered
1389,308,2024-12-01,Shipped
1390,143,2026-03-17,Cancelled
1391,26,2026-06-04,Returned
1392,19,2025-09-14,Shipped
1393,430,2025-10-27,Delivered
1394,26,2025-12-25,Cancelled
1395,345,2026-04-14,Shipped
1396,294,2025-08-20,Pending
1397,384,2026-04-26,Delivered
1398,394,2025-08-25,Pending
1399,420,2026-01-12,Shipped
1400,34,2025-09-09,Returned
1401,169,2026-01-04,Cancelled
1402,314,2026-02-15,Shipped
1403,45,2026-03-23,Returned
1404,219,2024-10-04,Shipped
1405,295,2025-05-28,Cancelled
1406,315,2025-06-30,Pending
1407,253,2026-06-19,Cancelled
1408,363,2024-09-05,Delivered
1409,13,2024-10-06,Cancelled
1410,410,2026-04-05,Delivered
1411,171,2024-10-17,Cancelled
1412,6,2026-06-25,Returned
1413,405,2024-07-21,Shipped
1414,166,2025-07-15,Returned
1415,175,2025-04-04,Delivered
1416,427,2025-03-07,Returned
1417,473,2025-12-26,Delivered
1418,331,2025-04-15,Pending
1419,457,2024-10-23,Pending
1420,402,2026-04-03,Delivered
1421,428,2025-06-16,Returned
1422,285,2026-05-30,Returned
1423,410,2025-10-15,Delivered
1424,497,2025-08-18,Returned
1425,193,2026-02-21,Shipped
1426,311,2025-03-30,Returned
1427,362,2024-11-18,Returned
1428,212,2026-01-10,Returned
1429,232,2025-03-01,Shipped
1430,155,2024-07-30,Delivered
1431,399,2026-02-06,Shipped
1432,13,2026-04-01,Cancelled
1433,98,2024-10-08,Shipped
1434,159,2024-12-27,Delivered
1435,421,2024-10-15,Cancelled
1436,106,2026-05-04,Shipped
1437,503,2025-12-29,Shipped
1438,447,2024-10-26,Delivered
1439,53,2025-12-24,Returned
1440,12,2024-12-30,Cancelled
1441,165,2025-03-03,Shipped
1442,164,2024-10-13,Returned
1443,77,2024-12-17,Shipped
1444,287,2024-10-17,Returned
1445,282,2024-09-07,Returned
1446,294,2025-06-02,Shipped
1447,457,2025-12-26,Cancelled
1448,15,2026-02-20,Delivered
1449,197,2026-03-08,Cancelled
1450,361,2024-10-02,Pending
1451,316,2024-09-06,Cancelled
1452,366,2024-07-22,Delivered
1453,499,2026-03-01,Shipped
1454,68,2025-07-19,Pending
1455,50,2026-02-16,Pending
1456,241,2025-06-07,Shipped
1457,133,2024-08-10,Returned
1458,404,2024-12-07,Pending
1459,16,2024-09-29,Pending
1460,237,2024-08-02,Returned
1461,310,2026-03-15,Pending
1462,419,2025-12-02,Shipped
1463,333,2025-08-10,Pending
1464,206,2025-10-11,Cancelled
1465,281,2024-08-23,Delivered
1466,175,2025-07-07,Pending
1467,402,2024-10-08,Returned
1468,279,2026-06-13,Delivered
1469,379,2025-01-20,Pending
1470,59,2024-08-10,Shipped
1471,50,2024-08-28,Pending
1472,36,2025-02-27,Shipped
1473,395,2025-12-08,Delivered
1474,47,2024-07-15,Shipped
1475,463,2026-02-14,Cancelled
1476,339,2024-09-20,Pending
1477,316,2026-03-07,Returned
1478,154,2024-10-12,Returned
1479,471,2026-06-22,Returned
1480,46,2025-10-18,Shipped
1481,207,2024-12-14,Delivered
1482,190,2025-10-07,Delivered
1483,361,2026-06-07,Delivered
1484,441,2024-12-10,Pending
1485,360,2024-11-28,Pending
1486,208,2025-12-10,Cancelled
1487,244,2025-04-07,Returned
1488,431,2024-07-30,Cancelled
1489,542,2026-08-25,Pending
1490,337,2024-10-29,Delivered
1491,71,2026-04-26,Pending
1492,458,2026-02-07,Pending
1493,320,2025-02-08,Shipped
1494,420,2025-10-01,Cancelled
1495,218,2025-04-04,Cancelled
1496,365,2025-04-07,Shipped
1497,296,2024-11-09,Shipped
1498,248,2026-05-03,Pending
1499,493,2025-07-31,Shipped
1500,440,2026-03-06,Pending
1501,265,2026-01-24,Delivered
1502,126,2025-10-27,Delivered
1503,351,2025-01-11,Returned
1504,314,2025-08-04,Delivered
1505,241,2025-09-23,Shipped
1506,376,2024-08-30,Returned
1507,149,2024-09-22,Shipped
1508,384,2026-04-05,Returned
1509,32,2025-09-30,Shipped
1510,27,2026-02-20,Shipped
1511,14,2024-07-18,Shipped
1512,40,2025-08-22,Cancelled
1513,316,2024-12-23,Delivered
1514,380,2026-01-14,Shipped
1515,379,2024-12-03,Cancelled
1516,134,2025-02-11,Cancelled
1517,410,2024-11-18,Delivered
1518,496,2026-06-08,Cancelled
1519,429,2026-02-13,Pending
1520,122,2025-08-29,Cancelled
1521,108,2024-07-11,Delivered
1522,329,2026-01-22,Delivered
1523,86,2024-09-22,Pending
1524,383,2026-06-25,Cancelled
1525,195,2024-12-21,Returned
1526,75,2026-06-22,Returned
1527,475,2025-08-03,Returned
1528,493,2026-04-30,Delivered
1529,470,2026-01-08,Pending
1530,313,2025-07-11,Returned
1531,139,2025-04-18,Shipped
1532,201,2026-01-01,Cancelled
1533,376,2025-10-08,Shipped
1534,173,2024-11-28,Returned
1535,501,2025-06-14,Delivered
1536,211,2025-12-13,Pending
1537,180,2024-09-29,Cancelled
1538,18,2024-11-25,Shipped
1539,337,2026-04-17,Shipped
1540,327,2025-04-09,Delivered
1541,439,2025-04-28,Shipped
1542,412,2025-06-02,Cancelled
1543,130,2024-12-21,Delivered
1544,328,2025-08-11,Pending
1545,355,2024-12-31,Returned
1546,132,2025-05-20,Delivered
1547,196,2024-10-03,Returned
1548,490,2026-02-19,Delivered
1549,252,2025-03-09,Pending
1550,92,2024-10-12,Shipped
1551,394,2025-07-04,Delivered
1552,468,2024-10-01,Delivered
1553,38,2025-08-15,Pending
1554,10,2024-10-21,Delivered
1555,478,2025-07-28,Cancelled
1556,359,2026-02-20,Delivered
1557,264,2025-04-14,Pending
1558,224,2026-01-06,Delivered
1559,277,2025-02-16,Pending
1560,63,2025-09-13,Returned
1561,171,2026-01-19,Delivered
1562,188,2024-08-08,Delivered
1563,431,2024-09-09,Cancelled
1564,91,2025-03-19,Cancelled
1565,154,2025-07-26,Returned
1566,250,2024-10-05,Cancelled
1567,72,2025-05-02,Shipped
1568,123,2025-02-13,Shipped
1569,330,2025-06-27,Pending
1570,495,2025-10-17,Delivered
1571,173,2026-01-30,Delivered
1572,109,2025-03-07,Pending
1573,482,2025-12-23,Cancelled
1574,380,2026-04-22,Delivered
1575,377,2025-06-17,Pending
1576,465,2024-12-30,Cancelled
1577,8,2025-09-11,Returned
1578,421,2025-05-20,Cancelled
1579,428,2025-02-18,Delivered
1580,59,2026-05-03,Cancelled
1581,33,2025-06-05,Pending
1582,167,2024-12-01,Shipped
1583,71,2026-05-04,Cancelled
1584,392,2024-08-31,Delivered
1585,62,2026-06-02,Cancelled
1586,357,2026-04-22,Cancelled
1587,474,2026-03-23,Shipped
1588,193,2026-08-10,Delivered
1589,506,2026-07-07,Shipped
1590,455,2025-12-17,Pending
1591,355,2025-04-19,Returned
1592,268,2024-11-24,Cancelled
1593,313,2024-07-17,Pending
1594,314,2025-12-13,Returned
1595,179,2025-07-24,Cancelled
1596,61,2025-12-12,Shipped
1597,186,2024-09-27,Shipped
1598,113,2025-05-11,Cancelled
1599,142,2025-06-13,Cancelled
1600,351,2025-08-17,Pending
1601,91,2025-12-01,Delivered
1602,331,2025-12-15,Returned
1603,172,2024-09-12,Pending
1604,23,2024-10-08,Shipped
1605,91,2024-10-27,Shipped
1606,60,2025-05-10,Pending
1607,304,2025-05-15,Returned
1608,118,2025-12-29,Delivered
1609,122,2025-10-09,Pending
1610,457,2024-09-25,Pending
1611,28,2026-02-03,Shipped
1612,233,2026-06-26,Pending
1613,369,2026-06-01,Returned
1614,104,2024-11-16,Shipped
1615,31,2024-08-27,Pending
1616,235,2025-04-16,Cancelled
1617,454,2024-12-09,Shipped
1618,464,2025-03-28,Cancelled
1619,45,2024-12-10,Cancelled
1620,303,2025-10-13,Delivered
1621,374,2026-04-24,Cancelled
1622,168,2025-05-18,Shipped
1623,485,2024-10-11,Delivered
1624,214,2025-01-04,Pending
1625,376,2026-04-19,Shipped
1626,202,2025-06-02,Delivered
1627,232,2026-01-22,Delivered
1628,355,2025-07-30,Cancelled
1629,184,2025-02-09,Delivered
1630,9,2026-02-22,Pending
1631,440,2026-01-13,Pending
1632,238,2026-02-22,Pending
1633,95,2025-10-02,Pending
1634,361,2025-10-12,Delivered
1635,198,2025-02-05,Delivered
1636,152,2026-02-15,Shipped
1637,278,2026-03-13,Delivered
1638,318,2026-03-22,Delivered
1639,264,2025-11-20,Delivered
1640,57,2025-05-14,Delivered
1641,188,2025-04-10,Delivered
1642,288,2025-07-12,Returned
1643,123,2025-12-07,Shipped
1644,447,2025-10-19,Cancelled
1645,165,2025-05-18,Pending
1646,142,2025-07-19,Pending
1647,249,2025-08-09,Pending
1648,364,2025-02-09,Returned
1649,232,2024-10-30,Delivered
1650,97,2026-02-24,Delivered
1651,201,2025-06-26,Delivered
1652,56,2024-09-29,Cancelled
1653,255,2024-10-10,Delivered
1654,151,2025-01-18,Cancelled
1655,243,2025-07-23,Delivered
1656,150,2025-07-29,Cancelled
1657,428,2025-01-03,Pending
1658,297,2025-11-08,Returned
1659,249,2024-10-20,Shipped
1660,228,2024-07-31,Returned
1661,88,2024-09-23,Returned
1662,498,2026-02-01,Cancelled
1663,181,2024-08-18,Shipped
1664,474,2026-04-13,Cancelled
1665,499,2024-08-29,Cancelled
1666,83,2025-07-29,Returned
1667,295,2025-12-16,Cancelled
1668,106,2024-07-28,Returned
1669,177,2024-11-24,Cancelled
1670,274,2025-05-01,Pending
1671,477,2025-10-20,Pending
1672,476,2026-08-26,Shipped
1673,500,2025-03-18,Returned
1674,243,2024-11-03,Shipped
1675,342,2025-02-28,Pending
1676,174,2025-11-03,Delivered
1677,72,2025-11-04,Delivered
1678,206,2024-09-20,Returned
1679,48,2026-02-18,Cancelled
1680,299,2024-09-05,Returned
1681,101,2025-12-03,Pending
1682,347,2026-02-11,Shipped
1683,202,2025-08-15,Shipped
1684,262,2026-02-24,Returned
1685,204,2025-07-25,Returned
1686,198,2026-03-15,Returned
1687,158,2025-07-04,Delivered
1688,111,2024-12-11,Pending
1689,412,2025-02-21,Pending
1690,374,2025-12-04,Shipped
1691,307,2025-07-29,Pending
1692,445,2025-07-23,Shipped
1693,388,2026-08-19,Returned
1694,213,2025-01-27,Shipped
1695,387,2025-09-02,Pending
1696,149,2025-03-31,Returned
1697,428,2026-03-28,Pending
1698,115,2026-07-26,Returned
1699,490,2025-08-31,Delivered
1700,335,2025-09-05,Cancelled
1701,252,2024-07-21,Delivered
1702,62,2026-02-21,Delivered
1703,307,2024-08-01,Shipped
1704,224,2025-06-07,Pending
1705,499,2026-05-22,Shipped
1706,376,2026-06-18,Cancelled
1707,298,2024-10-08,Cancelled
1708,183,2025-05-01,Pending
1709,326,2025-06-22,Returned
1710,150,2025-03-09,Shipped
1711,100,2026-05-01,Delivered
1712,307,2025-04-26,Returned
1713,424,2025-06-16,Returned
1714,351,2025-06-30,Shipped
1715,297,2024-08-04,Cancelled
1716,266,2024-08-02,Pending
1717,175,2024-11-22,Cancelled
1718,80,2025-09-13,Shipped
1719,315,2025-12-02,Shipped
1720,365,2026-05-07,Delivered
1721,214,2026-03-05,Cancelled
1722,523,2025-02-28,Returned
1723,72,2026-05-26,Shipped
1724,268,2026-01-07,Returned
